alpha_g,alpha_l,rho_wood,c_wood
1.9230681491041424e-01,8.0769318508958576e-01,1.1056082983975557e+03,2.5845993509519896e+01
1.9354647317351170e-01,8.0645352682648830e-01,1.1039132040201359e+03,2.5782887604299344e+01
1.9478915600919872e-01,8.0521084399080123e-01,1.1022139738771239e+03,2.5720341979478125e+01
1.9603485115269725e-01,8.0396514884730275e-01,1.1005106247392353e+03,2.5658351340116525e+01
1.9728354630949924e-01,8.0271645369050071e-01,1.0988031734178383e+03,2.5596910466531074e+01
1.9853522915548760e-01,8.0146477084451240e-01,1.0970916367647881e+03,2.5536014213035852e+01
1.9978988733705794e-01,8.0021011266294206e-01,1.0953760316722608e+03,2.5475657506709528e+01
2.0104750847124053e-01,7.9895249152875947e-01,1.0936563750725857e+03,2.5415835346187560e+01
2.0230808014582247e-01,7.9769191985417753e-01,1.0919326839380794e+03,2.5356542800478941e+01
2.0357158991947033e-01,7.9642841008052967e-01,1.0902049752808775e+03,2.5297775007806919e+01
2.0483802532185269e-01,7.9516197467814731e-01,1.0884732661527669e+03,2.5239527174473185e+01
2.0610737385376343e-01,7.9389262614623657e-01,1.0867375736450174e+03,2.5181794573744860e+01
2.0737962298724488e-01,7.9262037701275512e-01,1.0849979148882137e+03,2.5124572544763915e+01
2.0865476016571194e-01,7.9134523983428806e-01,1.0832543070520849e+03,2.5067856491478356e+01
2.0993277280407530e-01,7.9006722719592470e-01,1.0815067673453368e+03,2.5011641881594795e+01
2.1121364828886618e-01,7.8878635171113376e-01,1.0797553130154804e+03,2.4955924245551834e+01
2.1249737397836072e-01,7.8750262602163934e-01,1.0779999613486639e+03,2.4900699175513783e+01
2.1378393720270450e-01,7.8621606279729550e-01,1.0762407296694983e+03,2.4845962324384391e+01
2.1507332526403811e-01,7.8492667473596189e-01,1.0744776353408906e+03,2.4791709404839878e+01
2.1636552543662174e-01,7.8363447456337831e-01,1.0727106957638700e+03,2.4737936188381113e+01
2.1766052496696148e-01,7.8233947503303858e-01,1.0709399283774169e+03,2.4684638504404276e+01
2.1895831107393471e-01,7.8104168892606529e-01,1.0691653506582904e+03,2.4631812239289776e+01
2.2025887094891650e-01,7.7974112905108350e-01,1.0673869801208562e+03,2.4579453335508830e+01
2.2156219175590597e-01,7.7843780824409403e-01,1.0656048343169132e+03,2.4527557790747494e+01
2.2286826063165294e-01,7.7713173936834701e-01,1.0638189308355215e+03,2.4476121657047610e+01
2.2417706468578491e-01,7.7582293531421509e-01,1.0620292873028272e+03,2.4425141039964402e+01
2.2548859100093410e-01,7.7451140899906590e-01,1.0602359213818897e+03,2.4374612097740272e+01
2.2680282663286544e-01,7.7319717336713456e-01,1.0584388507725066e+03,2.4324531040494474e+01
2.2811975861060374e-01,7.7188024138939626e-01,1.0566380932110392e+03,2.4274894129428358e+01
2.2943937393656211e-01,7.7056062606343789e-01,1.0548336664702369e+03,2.4225697676045744e+01
2.3076165958666994e-01,7.6923834041333006e-01,1.0530255883590646e+03,2.4176938041388212e+01
2.3208660251050173e-01,7.6791339748949827e-01,1.0512138767225222e+03,2.4128611635284887e+01
2.3341418963140570e-01,7.6658581036859430e-01,1.0493985494414728e+03,2.4080714915616465e+01
2.3474440784663292e-01,7.6525559215336703e-01,1.0475796244324633e+03,2.4033244387593157e+01
2.3607724402746677e-01,7.6392275597253323e-01,1.0457571196475496e+03,2.3986196603046228e+01
2.3741268501935214e-01,7.6258731498064791e-01,1.0439310530741179e+03,2.3939568159732907e+01
2.3875071764202555e-01,7.6124928235797440e-01,1.0421014427347077e+03,2.3893355700654276e+01
2.4009132868964528e-01,7.5990867131035467e-01,1.0402683066868353e+03,2.3847555913385950e+01
2.4143450493092139e-01,7.5856549506907855e-01,1.0384316630228129e+03,2.3802165529421274e+01
2.4278023310924679e-01,7.5721976689075321e-01,1.0365915298695718e+03,2.3757181323526716e+01
2.4412849994282754e-01,7.5587150005717252e-01,1.0347479253884837e+03,2.3712600113109204e+01
2.4547929212481440e-01,7.5452070787518566e-01,1.0329008677751804e+03,2.3668418757595262e+01
2.4683259632343379e-01,7.5316740367656621e-01,1.0310503752593747e+03,2.3624634157821539e+01
2.4818839918211955e-01,7.5181160081788045e-01,1.0291964661046813e+03,2.3581243255436632e+01
2.4954668731964502e-01,7.5045331268035498e-01,1.0273391586084342e+03,2.3538243032313858e+01
2.5090744733025461e-01,7.4909255266974539e-01,1.0254784711015091e+03,2.3495630509974816e+01
2.5227066578379620e-01,7.4772933421620380e-01,1.0236144219481403e+03,2.3453402749023553e+01
2.5363632922585422e-01,7.4636367077414578e-01,1.0217470295457406e+03,2.3411556848590944e+01
2.5500442417788172e-01,7.4499557582211828e-01,1.0198763123247189e+03,2.3370089945789339e+01
2.5637493713733389e-01,7.4362506286266616e-01,1.0180022887482991e+03,2.3328999215176985e+01
2.5774785457780103e-01,7.4225214542219897e-01,1.0161249773123371e+03,2.3288281868232264e+01
2.5912316294914239e-01,7.4087683705085761e-01,1.0142443965451391e+03,2.3247935152837389e+01
2.6050084867761947e-01,7.3949915132238053e-01,1.0123605650072781e+03,2.3207956352771433e+01
2.6188089816603044e-01,7.3811910183396956e-01,1.0104735012914107e+03,2.3168342787212509e+01
2.6326329779384394e-01,7.3673670220615606e-01,1.0085832240220938e+03,2.3129091810248880e+01
2.6464803391733371e-01,7.3535196608266629e-01,1.0066897518556012e+03,2.3090200810398848e+01
2.6603509286971333e-01,7.3396490713028673e-01,1.0047931034797386e+03,2.3051667210139236e+01
2.6742446096127087e-01,7.3257553903872918e-01,1.0028932976136598e+03,2.3013488465442308e+01
2.6881612447950415e-01,7.3118387552049580e-01,1.0009903530076816e+03,2.2975662065320911e+01
2.7021006968925609e-01,7.2978993031074391e-01,9.9908428844309924e+02,2.2938185531381766e+01
2.7160628283285032e-01,7.2839371716714973e-01,9.9717512273200020e+02,2.2901056417386631e+01
2.7300475013022663e-01,7.2699524986977337e-01,9.9526287471707963e+02,2.2864272308821299e+01
2.7440545777907743e-01,7.2559454222092257e-01,9.9334756327145317e+02,2.2827830822472190e+01
2.7580839195498374e-01,7.2419160804501626e-01,9.9142920729847174e+02,2.2791729606010410e+01
2.7721353881155175e-01,7.2278646118844825e-01,9.8950782573153390e+02,2.2755966337583200e+01
2.7862088448054917e-01,7.2137911551945089e-01,9.8758343753390045e+02,2.2720538725412503e+01
2.8003041507204240e-01,7.1996958492795760e-01,9.8565606169850571e+02,2.2685444507400625e+01
2.8144211667453350e-01,7.1855788332546644e-01,9.8372571724777129e+02,2.2650681450742820e+01
2.8285597535509766e-01,7.1714402464490234e-01,9.8179242323341748e+02,2.2616247351546626e+01
2.8427197715952046e-01,7.1572802284047954e-01,9.7985619873627581e+02,2.2582140034457868e+01
2.8569010811243578e-01,7.1430989188756422e-01,9.7791706286610031e+02,2.2548357352293205e+01
2.8711035421746367e-01,7.1288964578253633e-01,9.7597503476137911e+02,2.2514897185679057e+01
2.8853270145734838e-01,7.1146729854265156e-01,9.7403013358914563e+02,2.2481757442696839e+01
2.8995713579409677e-01,7.1004286420590323e-01,9.7208237854478955e+02,2.2448936058534333e+01
2.9138364316911730e-01,7.0861635683088275e-01,9.7013178885186608e+02,2.2416430995143099e+01
2.9281220950335785e-01,7.0718779049664215e-01,9.6817838376190855e+02,2.2384240240901903e+01
2.9424282069744556e-01,7.0575717930255444e-01,9.6622218255423661e+02,2.2352361810285849e+01
2.9567546263182543e-01,7.0432453736817457e-01,9.6426320453576602e+02,2.2320793743541337e+01
2.9711012116690000e-01,7.0288987883309995e-01,9.6230146904081937e+02,2.2289534106366535e+01
2.9854678214316865e-01,7.0145321785683135e-01,9.6033699543093394e+02,2.2258580989597458e+01
2.9998543138136763e-01,7.0001456861863232e-01,9.5836980309467094e+02,2.2227932508899368e+01
3.0142605468260975e-01,6.9857394531739025e-01,9.5639991144742476e+02,2.2197586804463537e+01
3.0286863782852447e-01,6.9713136217147553e-01,9.5442733993123068e+02,2.2167542040709201e+01
3.0431316658139873e-01,6.9568683341860127e-01,9.5245210801457301e+02,2.2137796405990613e+01
3.0575962668431689e-01,6.9424037331568311e-01,9.5047423519219365e+02,2.2108348112309155e+01
3.0720800386130170e-01,6.9279199613869835e-01,9.4849374098489841e+02,2.2079195395030379e+01
3.0865828381745508e-01,6.9134171618254492e-01,9.4651064493936587e+02,2.2050336512605838e+01
3.1011045223909944e-01,6.8988954776090061e-01,9.4452496662795340e+02,2.2021769746299771e+01
3.1156449479391868e-01,6.8843550520608132e-01,9.4253672564850410e+02,2.1993493399920379e+01
3.1302039713109980e-01,6.8697960286890014e-01,9.4054594162415378e+02,2.1965505799555721e+01
3.1447814488147452e-01,6.8552185511852548e-01,9.3855263420313747e+02,2.1937805293314124e+01
3.1593772365766093e-01,6.8406227634233907e-01,9.3655682305859432e+02,2.1910390251069053e+01
3.1739911905420604e-01,6.8260088094579396e-01,9.3455852788837456e+02,2.1883259064208236e+01
3.1886231664772713e-01,6.8113768335227287e-01,9.3255776841484465e+02,2.1856410145387198e+01
3.2032730199705461e-01,6.7967269800294539e-01,9.3055456438469309e+02,2.1829841928286896e+01
3.2179406064337462e-01,6.7820593935662532e-01,9.2854893556873492e+02,2.1803552867375519e+01
3.2326257811037140e-01,6.7673742188962860e-01,9.2654090176171690e+02,2.1777541437674358e+01
3.2473283990437052e-01,6.7526716009562948e-01,9.2453048278212168e+02,2.1751806134527659e+01
3.2620483151448154e-01,6.7379516848551846e-01,9.2251769847197340e+02,2.1726345473376373e+01
3.2767853841274153e-01,6.7232146158725847e-01,9.2050256869664042e+02,2.1701157989535805e+01
3.2915394605425830e-01,6.7084605394574170e-01,9.1848511334464013e+02,2.1676242237977011e+01
3.3063103987735426e-01,6.6936896012264580e-01,9.1646535232744236e+02,2.1651596793111931e+01
3.3210980530370965e-01,6.6789019469629030e-01,9.1444330557927253e+02,2.1627220248582205e+01
3.3359022773850666e-01,6.6640977226149334e-01,9.1241899305691629e+02,2.1603111217051580e+01
3.3507229257057358e-01,6.6492770742942642e-01,9.1039243473952081e+02,2.1579268330001831e+01
3.3655598517252877e-01,6.6344401482747117e-01,9.0836365062839843e+02,2.1555690237532218e+01
3.3804129090092527e-01,6.6195870909907473e-01,9.0633266074682956e+02,2.1532375608162312e+01
3.3952819509639531e-01,6.6047180490360469e-01,9.0429948513986380e+02,2.1509323128638243e+01
3.4101668308379457e-01,6.5898331691620537e-01,9.0226414387412410e+02,2.1486531503742224e+01
3.4250674017234767e-01,6.5749325982765239e-01,9.0022665703760708e+02,2.1463999456105345e+01
3.4399835165579251e-01,6.5600164834420749e-01,8.9818704473948492e+02,2.1441725726023616e+01
3.4549150281252627e-01,6.5450849718747373e-01,8.9614532710990750e+02,2.1419709071277072e+01
3.4698617890574962e-01,6.5301382109425044e-01,8.9410152429980405e+02,2.1397948266952092e+01
3.4848236518361297e-01,6.5151763481638703e-01,8.9205565648068273e+02,2.1376442105266719e+01
3.4998004687936191e-01,6.5001995312063809e-01,8.9000774384443309e+02,2.1355189395398970e+01
3.5147920921148257e-01,6.4852079078851743e-01,8.8795780660312619e+02,2.1334188963318162e+01
3.5297983738384808e-01,6.4702016261615192e-01,8.8590586498881487e+02,2.1313439651619110e+01
3.5448191658586414e-01,6.4551808341413586e-01,8.8385193925333465e+02,2.1292940319359207e+01
3.5598543199261545e-01,6.4401456800738455e-01,8.8179604966810302e+02,2.1272689841898345e+01
3.5749036876501195e-01,6.4250963123498805e-01,8.7973821652392064e+02,2.1252687110741583e+01
3.5899671204993527e-01,6.4100328795006467e-01,8.7767846013076939e+02,2.1232931033384585e+01
3.6050444698038536e-01,6.3949555301961469e-01,8.7561680081761381e+02,2.1213420533161742e+01
3.6201355867562712e-01,6.3798644132437288e-01,8.7355325893219845e+02,2.1194154549096968e+01
3.6352403224133745e-01,6.3647596775866255e-01,8.7148785484084885e+02,2.1175132035757070e+01
3.6503585276975187e-01,6.3496414723024808e-01,8.6942060892826964e+02,2.1156351963107756e+01
3.6654900533981227e-01,6.3345099466018773e-01,8.6735154159734350e+02,2.1137813316372117e+01
3.6806347501731362e-01,6.3193652498268638e-01,8.6528067326892938e+02,2.1119515095891668e+01
3.6957924685505161e-01,6.3042075314494839e-01,8.6320802438166186e+02,2.1101456316989832e+01
3.7109630589297005e-01,6.2890369410702995e-01,8.6113361539174866e+02,2.1083636009837839e+01
3.7261463715830889e-01,6.2738536284169111e-01,8.5905746677276909e+02,2.1066053219323031e+01
3.7413422566575139e-01,6.2586577433424861e-01,8.5697959901547154e+02,2.1048707004919549e+01
3.7565505641757252e-01,6.2434494358242754e-01,8.5490003262757239e+02,2.1031596440561302e+01
3.7717711440378676e-01,6.2282288559621324e-01,8.5281878813355172e+02,2.1014720614517284e+01
3.7870038460229621e-01,6.2129961539770373e-01,8.5073588607445276e+02,2.0998078629269081e+01
3.8022485197903905e-01,6.1977514802096101e-01,8.4865134700767828e+02,2.0981669601390688e+01
3.8175050148813761e-01,6.1824949851186239e-01,8.4656519150678685e+02,2.0965492661430471e+01
3.8327731807204724e-01,6.1672268192795276e-01,8.4447744016129104e+02,2.0949546953795299e+01
3.8480528666170466e-01,6.1519471333829534e-01,8.4238811357645409e+02,2.0933831636636864e+01
3.8633439217667676e-01,6.1366560782332324e-01,8.4029723237308576e+02,2.0918345881740027e+01
3.8786461952530943e-01,6.1213538047469052e-01,8.3820481718733913e+02,2.0903088874413356e+01
3.8939595360487633e-01,6.1060404639512367e-01,8.3611088867050807e+02,2.0888059813381602e+01
3.9092837930172863e-01,6.0907162069827137e-01,8.3401546748882083e+02,2.0873257910680294e+01
3.9246188149144323e-01,6.0753811850855677e-01,8.3191857432323889e+02,2.0858682391552293e+01
3.9399644503897263e-01,6.0600355496102742e-01,8.2982022986925131e+02,2.0844332494346308e+01
3.9553205479879411e-01,6.0446794520120584e-01,8.2772045483667057e+02,2.0830207470417413e+01
3.9706869561505931e-01,6.0293130438494069e-01,8.2561926994942871e+02,2.0816306584029441e+01
3.9860635232174374e-01,6.0139364767825620e-01,8.2351669594537213e+02,2.0802629112259289e+01
4.0014500974279649e-01,5.9985499025720346e-01,8.2141275357605741e+02,2.0789174344903124e+01
4.0168465269228998e-01,5.9831534730771008e-01,8.1930746360654655e+02,2.0775941584384402e+01
4.0322526597456981e-01,5.9677473402543013e-01,8.1720084681520132e+02,2.0762930145663777e+01
4.0476683438440497e-01,5.9523316561559503e-01,8.1509292399347919e+02,2.0750139356150751e+01
4.0630934270713764e-01,5.9369065729286241e-01,8.1298371594572734e+02,2.0737568555617152e+01
4.0785277571883333e-01,5.9214722428116673e-01,8.1087324348897755e+02,2.0725217096112406e+01
4.0939711818643132e-01,5.9060288181356868e-01,8.0876152745274089e+02,2.0713084341880467e+01
4.1094235486789493e-01,5.8905764513210501e-01,8.0664858867880241e+02,2.0701169669278567e+01
4.1248847051236198e-01,5.8751152948763807e-01,8.0453444802101478e+02,2.0689472466697609e+01
4.1403544986029522e-01,5.8596455013970483e-01,8.0241912634509254e+02,2.0677992134484299e+01
4.1558327764363312e-01,5.8441672235636688e-01,8.0030264452840652e+02,2.0666728084864882e+01
4.1713193858594011e-01,5.8286806141405989e-01,7.9818502345977822e+02,2.0655679741870593e+01
4.1868141740255815e-01,5.8131858259744185e-01,7.9606628403927255e+02,2.0644846541264673e+01
4.2023169880075684e-01,5.7976830119924316e-01,7.9394644717799179e+02,2.0634227930471102e+01
4.2178276747988452e-01,5.7821723252011548e-01,7.9182553379787055e+02,2.0623823368504794e+01
4.2333460813151969e-01,5.7666539186848031e-01,7.8970356483146713e+02,2.0613632325903481e+01
4.2488720543962144e-01,5.7511279456037856e-01,7.8758056122175901e+02,2.0603654284661122e+01
4.2644054408068133e-01,5.7355945591931867e-01,7.8545654392193455e+02,2.0593888738162857e+01
4.2799460872387396e-01,5.7200539127612604e-01,7.8333153389518679e+02,2.0584335191121507e+01
4.2954938403120868e-01,5.7045061596879132e-01,7.8120555211450710e+02,2.0574993159515586e+01
4.3110485465768100e-01,5.6889514534231900e-01,7.7907861956247712e+02,2.0565862170528806e+01
4.3266100525142365e-01,5.6733899474857630e-01,7.7695075723106254e+02,2.0556941762491107e+01
4.3421782045385870e-01,5.6578217954614130e-01,7.7482198612140587e+02,2.0548231484821109e+01
4.3577528489984857e-01,5.6422471510015137e-01,7.7269232724361780e+02,2.0539730897970099e+01
4.3733338321784787e-01,5.6266661678215213e-01,7.7056180161657232e+02,2.0531439573367386e+01
4.3889210003005530e-01,5.6110789996994470e-01,7.6843043026769692e+02,2.0523357093367164e+01
4.4045141995256515e-01,5.5954858004743491e-01,7.6629823423276650e+02,2.0515483051196735e+01
4.4201132759551937e-01,5.5798867240448069e-01,7.6416523455569518e+02,2.0507817050906212e+01
4.4357180756325920e-01,5.5642819243674080e-01,7.6203145228832818e+02,2.0500358707319574e+01
4.4513284445447743e-01,5.5486715554552257e-01,7.5989690849023566e+02,2.0493107645987116e+01
4.4669442286236999e-01,5.5330557713763007e-01,7.5776162422850314e+02,2.0486063503139295e+01
4.4825652737478872e-01,5.5174347262521128e-01,7.5562562057752348e+02,2.0479225925641948e+01
4.4981914257439254e-01,5.5018085742560752e-01,7.5348891861879122e+02,2.0472594570952822e+01
4.5138225303880031e-01,5.4861774696119969e-01,7.5135153944069145e+02,2.0466169107079516e+01
4.5294584334074284e-01,5.4705415665925716e-01,7.4921350413829407e+02,2.0459949212538703e+01
4.5450989804821507e-01,5.4549010195178493e-01,7.4707483381314444e+02,2.0453934576316719e+01
4.5607440172462843e-01,5.4392559827537157e-01,7.4493554957305503e+02,2.0448124897831473e+01
4.5763933892896336e-01,5.4236066107103664e-01,7.4279567253189771e+02,2.0442519886895610e+01
4.5920469421592131e-01,5.4079530578407864e-01,7.4065522380939501e+02,2.0437119263681069e+01
4.6077045213607748e-01,5.3922954786392252e-01,7.3851422453091197e+02,2.0431922758684834e+01
4.6233659723603360e-01,5.3766340276396640e-01,7.3637269582724662e+02,2.0426930112696077e+01
4.6390311405856971e-01,5.3609688594143035e-01,7.3423065883442280e+02,2.0422141076764476e+01
4.6546998714279708e-01,5.3453001285720292e-01,7.3208813469348092e+02,2.0417555412169889e+01
4.6703720102431112e-01,5.3296279897568888e-01,7.2994514455026922e+02,2.0413172890393231e+01
4.6860474023534326e-01,5.3139525976465674e-01,7.2780170955523567e+02,2.0408993293088649e+01
4.7017258930491457e-01,5.2982741069508543e-01,7.2565785086321796e+02,2.0405016412056938e+01
4.7174073275898770e-01,5.2825926724101224e-01,7.2351358963323548e+02,2.0401242049220194e+01
4.7330915512061972e-01,5.2669084487938034e-01,7.2136894702828181e+02,2.0397670016597704e+01
4.7487784091011520e-01,5.2512215908988480e-01,7.1922394421511285e+02,2.0394300136283103e+01
4.7644677464517865e-01,5.2355322535482141e-01,7.1707860236404076e+02,2.0391132240422714e+01
4.7801594084106758e-01,5.2198405915893242e-01,7.1493294264872327e+02,2.0388166171195142e+01
4.7958532401074488e-01,5.2041467598925517e-01,7.1278698624595620e+02,2.0385401780792083e+01
4.8115490866503263e-01,5.1884509133496737e-01,7.1064075433546191e+02,2.0382838931400347e+01
4.8272467931276380e-01,5.1727532068723625e-01,7.0849426809968350e+02,2.0380477495185080e+01
4.8429462046093580e-01,5.1570537953906426e-01,7.0634754872357325e+02,2.0378317354274234e+01
4.8586471661486336e-01,5.1413528338513670e-01,7.0420061739438506e+02,2.0376358400744177e+01
4.8743495227833122e-01,5.1256504772166878e-01,7.0205349530146407e+02,2.0374600536606554e+01
4.8900531195374741e-01,5.1099468804625259e-01,6.9990620363603887e+02,2.0373043673796335e+01
4.9057578014229591e-01,5.0942421985770414e-01,6.9775876359101096e+02,2.0371687734161053e+01
4.9214634134408969e-01,5.0785365865591037e-01,6.9561119636074670e+02,2.0370532649451235e+01
4.9371698005832360e-01,5.0628301994167635e-01,6.9346352314086789e+02,2.0369578361312016e+01
4.9528768078342794e-01,5.0471231921657211e-01,6.9131576512804202e+02,2.0368824821275950e+01
4.9685842801722047e-01,5.0314157198277953e-01,6.8916794351977330e+02,2.0368271990757034e+01
4.9842920625706016e-01,5.0157079374293989e-01,6.8702007951419432e+02,2.0367919841045847e+01
4.9999999999999994e-01,5.0000000000000000e-01,6.8487219430985533e+02,2.0367768353305955e+01
5.0157079374293978e-01,4.9842920625706022e-01,6.8272430910551645e+02,2.0367817518571439e+01
5.0314157198277942e-01,4.9685842801722058e-01,6.8057644509993747e+02,2.0368067337745646e+01
5.0471231921657200e-01,4.9528768078342800e-01,6.7842862349166887e+02,2.0368517821601099e+01
5.0628301994167635e-01,4.9371698005832365e-01,6.7628086547884288e+02,2.0369168990780590e+01
5.0785365865591026e-01,4.9214634134408974e-01,6.7413319225896407e+02,2.0370020875799465e+01
5.0942421985770403e-01,4.9057578014229597e-01,6.7198562502869993e+02,2.0371073517049101e+01
5.1099468804625248e-01,4.8900531195374752e-01,6.6983818498367202e+02,2.0372326964801537e+01
5.1256504772166867e-01,4.8743495227833133e-01,6.6769089331824671e+02,2.0373781279215329e+01
5.1413528338513659e-01,4.8586471661486341e-01,6.6554377122532583e+02,2.0375436530342547e+01
5.1570537953906415e-01,4.8429462046093585e-01,6.6339683989613752e+02,2.0377292798137013e+01
5.1727532068723614e-01,4.8272467931276386e-01,6.6125012052002739e+02,2.0379350172463663e+01
5.1884509133496726e-01,4.8115490866503274e-01,6.5910363428424898e+02,2.0381608753109170e+01
5.2041467598925506e-01,4.7958532401074494e-01,6.5695740237375469e+02,2.0384068649793708e+01
5.2198405915893242e-01,4.7801594084106758e-01,6.5481144597098739e+02,2.0386729982183944e+01
5.2355322535482129e-01,4.7644677464517871e-01,6.5266578625567013e+02,2.0389592879907198e+01
5.2512215908988469e-01,4.7487784091011531e-01,6.5052044440459804e+02,2.0392657482566854e+01
5.2669084487938023e-01,4.7330915512061977e-01,6.4837544159142908e+02,2.0395923939758923e+01
5.2825926724101224e-01,4.7174073275898776e-01,6.4623079898647518e+02,2.0399392411089849e+01
5.2982741069508532e-01,4.7017258930491468e-01,6.4408653775649304e+02,2.0403063066195521e+01
5.3139525976465674e-01,4.6860474023534326e-01,6.4194267906447499e+02,2.0406936084761512e+01
5.3296279897568899e-01,4.6703720102431101e-01,6.3979924406944122e+02,2.0411011656544499e+01
5.3453001285720292e-01,4.6546998714279708e-01,6.3765625392622974e+02,2.0415289981394974e+01
5.3609688594143035e-01,4.6390311405856965e-01,6.3551372978528786e+02,2.0419771269281132e+01
5.3766340276396629e-01,4.6233659723603371e-01,6.3337169279246427e+02,2.0424455740314034e+01
5.3922954786392241e-01,4.6077045213607759e-01,6.3123016408879892e+02,2.0429343624773985e+01
5.4079530578407875e-01,4.5920469421592125e-01,6.2908916481031554e+02,2.0434435163138179e+01
5.4236066107103675e-01,4.5763933892896325e-01,6.2694871608781284e+02,2.0439730606109578e+01
5.4392559827537157e-01,4.5607440172462843e-01,6.2480883904665563e+02,2.0445230214647097e+01
5.4549010195178493e-01,4.5450989804821507e-01,6.2266955480656634e+02,2.0450934259996995e+01
5.4705415665925716e-01,4.5294584334074284e-01,6.2053088448141659e+02,2.0456843023725600e+01
5.4861774696119969e-01,4.5138225303880031e-01,6.1839284917901921e+02,2.0462956797753272e+01
5.5018085742560752e-01,4.4981914257439248e-01,6.1625547000091956e+02,2.0469275884389674e+01
5.5174347262521128e-01,4.4825652737478872e-01,6.1411876804218718e+02,2.0475800596370366e+01
5.5330557713762996e-01,4.4669442286237004e-01,6.1198276439120775e+02,2.0482531256894649e+01
5.5486715554552257e-01,4.4513284445447743e-01,6.0984748012947512e+02,2.0489468199664778e+01
5.5642819243674080e-01,4.4357180756325920e-01,6.0771293633138248e+02,2.0496611768926467e+01
5.5798867240448069e-01,4.4201132759551931e-01,6.0557915406401560e+02,2.0503962319510741e+01
5.5954858004743491e-01,4.4045141995256509e-01,6.0344615438694416e+02,2.0511520216877120e+01
5.6110789996994481e-01,4.3889210003005519e-01,6.0131395835201351e+02,2.0519285837158186e+01
5.6266661678215213e-01,4.3733338321784787e-01,5.9918258700313834e+02,2.0527259567205444e+01
5.6422471510015149e-01,4.3577528489984851e-01,5.9705206137609275e+02,2.0535441804636651e+01
5.6578217954614118e-01,4.3421782045385882e-01,5.9492240249830513e+02,2.0543832957884440e+01
5.6733899474857630e-01,4.3266100525142370e-01,5.9279363138864812e+02,2.0552433446246400e+01
5.6889514534231900e-01,4.3110485465768100e-01,5.9066576905723355e+02,2.0561243699936526e+01
5.7045061596879132e-01,4.2954938403120868e-01,5.8853883650520356e+02,2.0570264160138116e+01
5.7200539127612615e-01,4.2799460872387385e-01,5.8641285472452387e+02,2.0579495279058062e+01
5.7355945591931867e-01,4.2644054408068133e-01,5.8428784469777622e+02,2.0588937519982636e+01
5.7511279456037856e-01,4.2488720543962144e-01,5.8216382739795165e+02,2.0598591357334669e+01
5.7666539186848043e-01,4.2333460813151957e-01,5.8004082378824330e+02,2.0608457276732267e+01
5.7821723252011548e-01,4.2178276747988452e-01,5.7791885482184023e+02,2.0618535775048922e+01
5.7976830119924327e-01,4.2023169880075673e-01,5.7579794144171865e+02,2.0628827360475249e+01
5.8131858259744185e-01,4.1868141740255815e-01,5.7367810458043823e+02,2.0639332552582076e+01
5.8286806141405989e-01,4.1713193858594011e-01,5.7155936515993244e+02,2.0650051882385203e+01
5.8441672235636699e-01,4.1558327764363301e-01,5.6944174409130403e+02,2.0660985892411603e+01
5.8596455013970483e-01,4.1403544986029517e-01,5.6732526227461813e+02,2.0672135136767235e+01
5.8751152948763807e-01,4.1248847051236193e-01,5.6520994059869588e+02,2.0683500181206409e+01
5.8905764513210512e-01,4.1094235486789488e-01,5.6309579994090814e+02,2.0695081603202745e+01
5.9060288181356879e-01,4.0939711818643121e-01,5.6098286116696954e+02,2.0706879992021715e+01
5.9214722428116673e-01,4.0785277571883327e-01,5.5887114513073311e+02,2.0718895948794856e+01
5.9369065729286241e-01,4.0630934270713759e-01,5.5676067267398332e+02,2.0731130086595577e+01
5.9523316561559492e-01,4.0476683438440508e-01,5.5465146462623159e+02,2.0743583030516650e+01
5.9677473402543013e-01,4.0322526597456987e-01,5.5254354180450935e+02,2.0756255417749362e+01
5.9831534730771008e-01,4.0168465269228992e-01,5.5043692501316411e+02,2.0769147897664386e+01
5.9985499025720357e-01,4.0014500974279643e-01,5.4833163504365314e+02,2.0782261131894327e+01
6.0139364767825632e-01,3.9860635232174368e-01,5.4622769267433853e+02,2.0795595794418070e+01
6.0293130438494069e-01,3.9706869561505931e-01,5.4412511867028195e+02,2.0809152571646798e+01
6.0446794520120595e-01,3.9553205479879405e-01,5.4202393378304009e+02,2.0822932162511847e+01
6.0600355496102742e-01,3.9399644503897258e-01,5.3992415875045936e+02,2.0836935278554357e+01
6.0753811850855677e-01,3.9246188149144323e-01,5.3782581429647189e+02,2.0851162644016696e+01
6.0907162069827125e-01,3.9092837930172875e-01,5.3572892113089006e+02,2.0865614995935793e+01
6.1060404639512356e-01,3.8939595360487644e-01,5.3363349994920293e+02,2.0880293084238254e+01
6.1213538047469063e-01,3.8786461952530937e-01,5.3153957143237142e+02,2.0895197671837462e+01
6.1366560782332324e-01,3.8633439217667676e-01,5.2944715624662501e+02,2.0910329534732472e+01
6.1519471333829534e-01,3.8480528666170466e-01,5.2735627504325657e+02,2.0925689462108974e+01
6.1672268192795276e-01,3.8327731807204724e-01,5.2526694845841962e+02,2.0941278256442097e+01
6.1824949851186239e-01,3.8175050148813761e-01,5.2317919711292382e+02,2.0957096733601293e+01
6.1977514802096079e-01,3.8022485197903921e-01,5.2109304161203272e+02,2.0973145722957128e+01
6.2129961539770362e-01,3.7870038460229638e-01,5.1900850254525801e+02,2.0989426067490264e+01
6.2282288559621302e-01,3.7717711440378698e-01,5.1692560048615928e+02,2.1005938623902328e+01
